"id","tracker_message_id","tracker_tag_id","tag_type","value","message_tag_boolean_value","message_tag_byte_value","message_tag_date_time_value","message_tag_double_value","message_tag_integer_value","message_tag_string_value","is_fallback","sensor_id"
9095583,354094,1,1,NULL,NULL,NULL,NULL,NULL,130,NULL,False,NULL
9095584,354094,2,1,NULL,NULL,NULL,NULL,NULL,27,NULL,False,NULL
9095585,354094,4,1,NULL,NULL,NULL,NULL,NULL,1834,NULL,False,NULL
9095586,354094,3,6,NULL,NULL,NULL,NULL,NULL,NULL,"862057047617383",False,NULL
9095613,354096,10,3,NULL,NULL,5,NULL,NULL,NULL,NULL,False,NULL
9097387,354165,10,3,NULL,NULL,5,NULL,NULL,NULL,NULL,False,NULL
9097388,354165,28,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9097389,354165,29,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9097390,354165,30,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9097391,354165,31,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9097392,354165,32,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9097393,354165,33,3,NULL,NULL,1,NULL,NULL,NULL,NULL,False,NULL
9097394,354165,6,7,NULL,NULL,NULL,"2023-08-21 11:00:21+00",NULL,NULL,NULL,False,NULL
9097395,354165,101,4,NULL,NULL,NULL,NULL,53.256246,NULL,NULL,False,NULL
9097396,354165,100,4,NULL,NULL,NULL,NULL,50.221938,NULL,NULL,False,NULL
9097397,354165,120,4,NULL,NULL,NULL,NULL,0,NULL,NULL,False,NULL
9097398,354165,121,4,NULL,NULL,NULL,NULL,0,NULL,NULL,False,NULL
9097399,354165,4,1,NULL,NULL,NULL,NULL,NULL,1834,NULL,False,NULL
9097400,354165,5,1,NULL,NULL,NULL,NULL,NULL,14984,NULL,False,NULL
9097401,354165,102,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9097402,354165,103,1,NULL,NULL,NULL,NULL,NULL,15,NULL,False,NULL
9097403,354165,9,1,NULL,NULL,NULL,NULL,NULL,153,NULL,False,NULL
9097404,354165,11,1,NULL,NULL,NULL,NULL,NULL,10752,NULL,False,NULL
9097405,354165,12,1,NULL,NULL,NULL,NULL,NULL,12282,NULL,False,NULL
9097406,354165,13,1,NULL,NULL,NULL,NULL,NULL,3751,NULL,False,NULL
9097407,354165,14,1,NULL,NULL,NULL,NULL,NULL,45,NULL,False,NULL
9097408,354165,110,1,NULL,NULL,NULL,NULL,NULL,74,NULL,False,NULL
9097409,354165,111,1,NULL,NULL,NULL,NULL,NULL,-40,NULL,False,NULL
9097410,354165,112,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9097411,354165,27,1,NULL,NULL,NULL,NULL,NULL,91343,NULL,False,NULL
9097412,354165,3,6,NULL,NULL,NULL,NULL,NULL,NULL,"862057047617383",False,NULL
9085639,353711,10,3,NULL,NULL,5,NULL,NULL,NULL,NULL,False,NULL
9085640,353711,28,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085641,353711,29,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085642,353711,30,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085643,353711,31,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085644,353711,32,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085645,353711,33,3,NULL,NULL,1,NULL,NULL,NULL,NULL,False,NULL
9085646,353711,6,7,NULL,NULL,NULL,"2023-08-21 10:50:21+00",NULL,NULL,NULL,False,NULL
9085647,353711,101,4,NULL,NULL,NULL,NULL,53.256246,NULL,NULL,False,NULL
9085648,353711,100,4,NULL,NULL,NULL,NULL,50.221938,NULL,NULL,False,NULL
9085649,353711,120,4,NULL,NULL,NULL,NULL,0,NULL,NULL,False,NULL
9085650,353711,121,4,NULL,NULL,NULL,NULL,0,NULL,NULL,False,NULL
9085651,353711,4,1,NULL,NULL,NULL,NULL,NULL,1834,NULL,False,NULL
9085652,353711,5,1,NULL,NULL,NULL,NULL,NULL,14979,NULL,False,NULL
9085653,353711,102,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9085654,353711,103,1,NULL,NULL,NULL,NULL,NULL,15,NULL,False,NULL
9085655,353711,9,1,NULL,NULL,NULL,NULL,NULL,153,NULL,False,NULL
9085656,353711,11,1,NULL,NULL,NULL,NULL,NULL,14848,NULL,False,NULL
9085657,353711,12,1,NULL,NULL,NULL,NULL,NULL,12269,NULL,False,NULL
9085658,353711,13,1,NULL,NULL,NULL,NULL,NULL,3751,NULL,False,NULL
9085659,353711,14,1,NULL,NULL,NULL,NULL,NULL,46,NULL,False,NULL
9085660,353711,110,1,NULL,NULL,NULL,NULL,NULL,74,NULL,False,NULL
9085661,353711,111,1,NULL,NULL,NULL,NULL,NULL,-40,NULL,False,NULL
9085662,353711,112,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9085663,353711,27,1,NULL,NULL,NULL,NULL,NULL,91343,NULL,False,NULL
9085664,353711,3,6,NULL,NULL,NULL,NULL,NULL,NULL,"862057047617383",False,NULL
9103583,354403,10,3,NULL,NULL,5,NULL,NULL,NULL,NULL,False,NULL
9103584,354403,28,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9103585,354403,29,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9103586,354403,30,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9103587,354403,31,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9103588,354403,32,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9103589,354403,33,3,NULL,NULL,1,NULL,NULL,NULL,NULL,False,NULL
9103590,354403,6,7,NULL,NULL,NULL,"2023-08-21 11:08:21+00",NULL,NULL,NULL,False,NULL
9103591,354403,101,4,NULL,NULL,NULL,NULL,53.256246,NULL,NULL,False,NULL
9103592,354403,100,4,NULL,NULL,NULL,NULL,50.221938,NULL,NULL,False,NULL
9103593,354403,120,4,NULL,NULL,NULL,NULL,0,NULL,NULL,False,NULL
9103594,354403,121,4,NULL,NULL,NULL,NULL,0,NULL,NULL,False,NULL
9103595,354403,4,1,NULL,NULL,NULL,NULL,NULL,1834,NULL,False,NULL
9103596,354403,5,1,NULL,NULL,NULL,NULL,NULL,14988,NULL,False,NULL
9103597,354403,102,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9103598,354403,103,1,NULL,NULL,NULL,NULL,NULL,15,NULL,False,NULL
9103599,354403,9,1,NULL,NULL,NULL,NULL,NULL,153,NULL,False,NULL
9103600,354403,11,1,NULL,NULL,NULL,NULL,NULL,14848,NULL,False,NULL
9103601,354403,12,1,NULL,NULL,NULL,NULL,NULL,12252,NULL,False,NULL
9103602,354403,13,1,NULL,NULL,NULL,NULL,NULL,3753,NULL,False,NULL
9103603,354403,14,1,NULL,NULL,NULL,NULL,NULL,44,NULL,False,NULL
9103604,354403,110,1,NULL,NULL,NULL,NULL,NULL,74,NULL,False,NULL
9103605,354403,111,1,NULL,NULL,NULL,NULL,NULL,-40,NULL,False,NULL
9103606,354403,112,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9103607,354403,27,1,NULL,NULL,NULL,NULL,NULL,91343,NULL,False,NULL
9103608,354403,3,6,NULL,NULL,NULL,NULL,NULL,NULL,"862057047617383",False,NULL
9098065,354191,10,3,NULL,NULL,5,NULL,NULL,NULL,NULL,False,NULL
9098066,354191,28,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9098067,354191,29,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9098068,354191,30,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9098069,354191,31,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9098070,354191,32,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9098071,354191,33,3,NULL,NULL,1,NULL,NULL,NULL,NULL,False,NULL
9098072,354191,6,7,NULL,NULL,NULL,"2023-08-21 11:00:21+00",NULL,NULL,NULL,False,NULL
9098073,354191,101,4,NULL,NULL,NULL,NULL,53.256246,NULL,NULL,False,NULL
9098074,354191,100,4,NULL,NULL,NULL,NULL,50.221938,NULL,NULL,False,NULL
9098075,354191,120,4,NULL,NULL,NULL,NULL,0,NULL,NULL,False,NULL
9098076,354191,121,4,NULL,NULL,NULL,NULL,0,NULL,NULL,False,NULL
9098077,354191,4,1,NULL,NULL,NULL,NULL,NULL,1834,NULL,False,NULL
9098078,354191,5,1,NULL,NULL,NULL,NULL,NULL,14984,NULL,False,NULL
9098079,354191,102,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9098080,354191,103,1,NULL,NULL,NULL,NULL,NULL,15,NULL,False,NULL
9098081,354191,9,1,NULL,NULL,NULL,NULL,NULL,153,NULL,False,NULL
9098082,354191,11,1,NULL,NULL,NULL,NULL,NULL,10752,NULL,False,NULL
9098083,354191,12,1,NULL,NULL,NULL,NULL,NULL,12282,NULL,False,NULL
9098084,354191,13,1,NULL,NULL,NULL,NULL,NULL,3751,NULL,False,NULL
9098085,354191,14,1,NULL,NULL,NULL,NULL,NULL,45,NULL,False,NULL
9098086,354191,110,1,NULL,NULL,NULL,NULL,NULL,74,NULL,False,NULL
