"id","external_tracker_id","imei","server_date_time","tracker_date_time","latitude","longitude","sat_number","coord_correctness","altitude","speed","direction","fuel_level","coolant_temperature","engine_speed","package_uid"
353734,2102,"865532045701469","2023-08-23 00:05:29.580744+00","2023-08-21 10:51:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"8f973e0b-3418-46db-9fd5-44a74664b4e9"
353901,2102,"865532045701469","2023-08-23 00:32:41.957419+00","2023-08-21 10:53:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"7b5e65b3-8d97-436c-a4fd-6494ae367d0c"
353973,2102,"865532045701469","2023-08-23 00:44:32.876097+00","2023-08-21 10:55:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"ebfc86c9-8e80-480e-8044-dc7ec8b84370"
354056,2102,"865532045701469","2023-08-23 00:58:12.418364+00","2023-08-21 10:57:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"f59b94eb-e146-4ade-87d4-d95af1dd492d"
354125,2102,"865532045701469","2023-08-23 01:09:35.233131+00","2023-08-21 10:59:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"6c2f3bfe-8f60-4bba-8209-ef2c4461b280"
354208,2102,"865532045701469","2023-08-23 01:23:15.702411+00","2023-08-21 11:01:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"5338e70d-9e56-4286-99e4-1e6b0f622aec"
354279,2102,"865532045701469","2023-08-23 01:34:57.202596+00","2023-08-21 11:03:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"3386389f-45d7-4b2c-8ef5-74fa6bbcec07"
354337,2102,"865532045701469","2023-08-23 01:44:32.848576+00","2023-08-21 11:05:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"5ec91afe-5386-40c5-983f-c42a09cfd4af"
354375,2102,"865532045701469","2023-08-23 01:50:49.387301+00","2023-08-21 11:07:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"ba656f1b-8775-48f0-aed2-64376695fdb1"
354432,2102,"865532045701469","2023-08-23 02:00:17.313575+00","2023-08-21 11:09:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"4646266b-d8b9-4248-9631-e068498b1f42"
354491,2102,"865532045701469","2023-08-23 02:10:05.744513+00","2023-08-21 11:11:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"cf169a95-d862-4b5e-8351-88fe85c70fa8"
354523,2102,"865532045701469","2023-08-23 02:15:23.746254+00","2023-08-21 11:13:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"7e22cd4a-da32-41bc-ba1f-8bec67159211"
354568,2102,"865532045701469","2023-08-23 02:22:53.243601+00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"35233c15-bc88-4f28-b068-8f9da548e272"
354569,2102,"865532045701469","2023-08-23 02:23:03.134829+00","2023-08-21 11:15:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"914bf168-6e97-41c2-96ce-8a40cb046f13"
354591,2102,"865532045701469","2023-08-23 02:26:41.654958+00","2023-08-21 11:17:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"d264ee1c-48bd-4721-9ed4-3eee761d135f"
354623,2102,"865532045701469","2023-08-23 02:31:59.667824+00","2023-08-21 11:19:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"c44eab26-45ab-4ac5-becb-1e7e3ce751ad"
354655,2102,"865532045701469","2023-08-23 02:37:19.019734+00","2023-08-21 11:21:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"c666a25c-6c24-4e47-86de-51800436d47c"
354688,2102,"865532045701469","2023-08-23 02:42:47.307662+00","2023-08-21 11:23:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"eabb0e47-d764-4c58-8839-911be1df4951"
354719,2102,"865532045701469","2023-08-23 02:47:55.638468+00","2023-08-21 11:25:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"86b15d55-bb4e-4007-be8a-0174b5449ff4"
354756,2102,"865532045701469","2023-08-23 02:54:04.002534+00","2023-08-21 11:27:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"d58bc810-ca3a-48f3-aa88-1351a17ac4f1"
354791,2102,"865532045701469","2023-08-23 02:59:51.692655+00","2023-08-21 11:29:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"ac667e15-a153-4224-a41c-87a022263cc3"
354824,2102,"865532045701469","2023-08-23 03:05:19.628484+00","2023-08-21 11:31:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"e87db0f2-c418-49a1-b8df-079f874accf3"
355305,2102,"865532045701469","2023-08-23 04:25:08.400817+00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"cb4769d3-44da-43bd-ae01-6c7284413833"
355307,2102,"865532045701469","2023-08-23 04:25:28.083701+00","2023-08-21 11:39:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"108e6770-7ec6-455f-b7c7-722a496bac46"
355308,2102,"865532045701469","2023-08-23 04:25:37.903056+00","2023-08-21 11:37:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"108e6770-7ec6-455f-b7c7-722a496bac46"
355309,2102,"865532045701469","2023-08-23 04:25:48.121917+00","2023-08-21 11:35:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"108e6770-7ec6-455f-b7c7-722a496bac46"
355310,2102,"865532045701469","2023-08-23 04:25:58.519765+00","2023-08-21 11:33:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"108e6770-7ec6-455f-b7c7-722a496bac46"
355366,2102,"865532045701469","2023-08-23 04:35:14.805562+00","2023-08-21 11:41:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"7829132c-2dea-4539-a1f7-af581577ab65"
355426,2102,"865532045701469","2023-08-23 04:45:11.97323+00","2023-08-21 11:43:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"42faebb6-5db2-41b9-b2fe-f09ed906ea1e"
355485,2102,"865532045701469","2023-08-23 04:55:00.295594+00","2023-08-21 11:45:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"1925834e-6ece-4b04-8420-092ec21e184b"
355529,2102,"865532045701469","2023-08-23 05:02:18.492831+00","2023-08-21 11:47:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"1e1a0acb-5a39-4197-a212-ff25c41c35d4"
355602,2102,"865532045701469","2023-08-23 05:14:28.050774+00","2023-08-21 11:49:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"d938bbe7-529a-4a57-a40b-e1056543e378"
355666,2102,"865532045701469","2023-08-23 05:25:08.074905+00","2023-08-21 11:51:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"b4251d28-a47d-4621-8aab-8846f8c7d1f0"
355724,2102,"865532045701469","2023-08-23 05:34:47.136279+00","2023-08-21 11:53:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"398aa441-12c5-44d4-8d51-cb3695c4a6ac"
355781,2102,"865532045701469","2023-08-23 05:44:15.353203+00","2023-08-21 11:55:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"1ba0c891-b149-4af0-ac59-55b491687875"
355850,2102,"865532045701469","2023-08-23 05:55:43.467471+00","2023-08-21 11:57:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"39992e6a-0555-474b-bb56-ab754e98e863"
355906,2102,"865532045701469","2023-08-23 06:05:05.578634+00","2023-08-21 11:59:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"0587a0e2-7e0a-41a6-be60-16ea74c94dc8"
355962,2102,"865532045701469","2023-08-23 06:14:29.80343+00","2023-08-21 12:01:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"0a1fdbbc-c45f-4063-9d41-74df2be83842"
356009,2102,"865532045701469","2023-08-23 06:22:20.883568+00","2023-08-21 12:03:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"37a7b4e9-381a-4b2c-880b-4f349789fe0b"
356046,2102,"865532045701469","2023-08-23 06:28:30.677178+00","2023-08-21 12:05:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"ac3b25d7-ae11-430a-aab7-c6e41ecbf8fc"
356057,2102,"865532045701469","2023-08-23 06:30:20.938787+00","2023-08-21 12:07:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"e0bed7e2-50c2-4837-b564-011e536cea00"
356127,2102,"865532045701469","2023-08-23 06:42:00.251909+00","2023-08-21 12:09:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"00416b39-e147-4385-ac9b-ac035fa1f941"
356185,2102,"865532045701469","2023-08-23 06:51:41.582907+00","2023-08-21 12:11:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"54556059-e3cc-4734-8b2f-2e662f084e8a"
356196,2102,"865532045701469","2023-08-23 06:53:31.880989+00","2023-08-21 12:13:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"d463ce3f-2e3b-4b41-9519-9a69e9cb0ea4"
356205,2102,"865532045701469","2023-08-23 06:55:02.267557+00","2023-08-21 12:15:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"a3e58894-6b8d-4529-9564-8ec0e7e8f735"
356263,2102,"865532045701469","2023-08-23 07:04:42.534428+00","2023-08-21 12:17:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"7eb65219-9724-4491-8b74-2c0fabd1831c"
356318,2102,"865532045701469","2023-08-23 07:13:53.515624+00","2023-08-21 12:19:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"e9ae3a9c-0aed-47cb-8b00-46f7d0715c95"
356355,2102,"865532045701469","2023-08-23 07:20:04.842103+00","2023-08-21 12:21:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"e4adf0e9-c133-42e5-aa33-acbdc8a89aef"
356389,2102,"865532045701469","2023-08-23 07:25:48.290782+00","2023-08-21 12:23:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"973f7b08-0911-4b2d-b5f2-96c091b3e504"
356456,2102,"865532045701469","2023-08-23 07:37:05.78285+00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"26aedcfe-a42c-4673-bc94-c9279339b709"
356457,2102,"865532045701469","2023-08-23 07:37:15.796924+00","2023-08-21 12:33:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"ad6e0ae6-106c-4b63-a513-4284087283b8"
356458,2102,"865532045701469","2023-08-23 07:37:26.160512+00","2023-08-21 12:31:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"ad6e0ae6-106c-4b63-a513-4284087283b8"
356459,2102,"865532045701469","2023-08-23 07:37:36.802176+00","2023-08-21 12:29:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"ad6e0ae6-106c-4b63-a513-4284087283b8"
356460,2102,"865532045701469","2023-08-23 07:37:46.84891+00","2023-08-21 12:27:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"ad6e0ae6-106c-4b63-a513-4284087283b8"
356461,2102,"865532045701469","2023-08-23 07:37:56.871335+00","2023-08-21 12:25:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"ad6e0ae6-106c-4b63-a513-4284087283b8"
356470,2102,"865532045701469","2023-08-23 07:39:27.613004+00","2023-08-21 12:35:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"70a33c2a-9226-4e1e-808f-eb6512e9bb25"
356496,2102,"865532045701469","2023-08-23 07:43:51.379658+00","2023-08-21 12:37:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"8a3c5488-4d4d-46a7-a64f-a486c6def362"
356501,2102,"865532045701469","2023-08-23 07:44:42.158806+00","2023-08-21 12:39:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"d44a8161-ec99-4e77-9207-0c2a45358d41"
356532,2102,"865532045701469","2023-08-23 07:49:57.273997+00","2023-08-21 12:41:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"f911e1b7-ba41-4667-a192-0921a2a5675c"
356540,2102,"865532045701469","2023-08-23 07:51:18.275421+00","2023-08-21 12:43:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"2fae5a57-7b5d-4230-862d-eeb0e1e55019"
356561,2102,"865532045701469","2023-08-23 07:54:51.811465+00","2023-08-21 12:45:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"b2131d70-66fc-4da1-bbb3-84f532764ce5"
356595,2102,"865532045701469","2023-08-23 08:00:37.175442+00","2023-08-21 12:47:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"4bade5dc-b5f5-4fde-a467-41880f68b966"
356628,2102,"865532045701469","2023-08-23 08:06:14.686266+00","2023-08-21 12:49:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"acc772db-f22f-4113-9e40-d5a68536e191"
356661,2102,"865532045701469","2023-08-23 08:12:02.46189+00","2023-08-21 12:51:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"45f2af81-3e95-46bd-be5a-e5066d689c1d"
356717,2102,"865532045701469","2023-08-23 08:21:53.82542+00","2023-08-21 12:53:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"59c9c5a7-4d31-45ea-9d9d-054c5ff69d43"
356823,2102,"865532045701469","2023-08-23 08:40:32.766515+00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7653f2dc-644f-4fe0-a172-d135ccca1642"
356824,2102,"865532045701469","2023-08-23 08:40:43.144486+00","2023-08-21 12:59:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"e0167232-c4a7-4d22-827a-4f7f398e15d3"
356825,2102,"865532045701469","2023-08-23 08:40:53.060332+00","2023-08-21 12:57:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"e0167232-c4a7-4d22-827a-4f7f398e15d3"
356826,2102,"865532045701469","2023-08-23 08:41:03.510156+00","2023-08-21 12:55:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"e0167232-c4a7-4d22-827a-4f7f398e15d3"
356827,2102,"865532045701469","2023-08-23 08:41:13.555946+00","2023-08-21 12:53:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"e0167232-c4a7-4d22-827a-4f7f398e15d3"
356833,2102,"865532045701469","2023-08-23 08:42:14.695054+00","2023-08-21 13:01:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"b77e5de1-9c66-49f7-acf8-927a03e698d4"
356923,2102,"865532045701469","2023-08-23 08:57:43.499514+00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"72a397b5-6a7e-4270-9bda-9c1892bbdb29"
356934,2102,"865532045701469","2023-08-23 08:59:36.827572+00","2023-08-21 13:15:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"fb32e36a-2ca8-4ae4-9b3f-1f54cf07ff7b"
356935,2102,"865532045701469","2023-08-23 08:59:47.008643+00","2023-08-21 13:13:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"fb32e36a-2ca8-4ae4-9b3f-1f54cf07ff7b"
356936,2102,"865532045701469","2023-08-23 08:59:57.192154+00","2023-08-21 13:11:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"fb32e36a-2ca8-4ae4-9b3f-1f54cf07ff7b"
356937,2102,"865532045701469","2023-08-23 09:00:07.458117+00","2023-08-21 13:09:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"fb32e36a-2ca8-4ae4-9b3f-1f54cf07ff7b"
356938,2102,"865532045701469","2023-08-23 09:00:17.527207+00","2023-08-21 13:07:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"fb32e36a-2ca8-4ae4-9b3f-1f54cf07ff7b"
356939,2102,"865532045701469","2023-08-23 09:00:27.660878+00","2023-08-21 13:05:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"fb32e36a-2ca8-4ae4-9b3f-1f54cf07ff7b"
356940,2102,"865532045701469","2023-08-23 09:00:37.824425+00","2023-08-21 13:03:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"fb32e36a-2ca8-4ae4-9b3f-1f54cf07ff7b"
356944,2102,"865532045701469","2023-08-23 09:01:19.611981+00","2023-08-21 13:17:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"4cd4e04a-f74c-4434-9e40-e48b115b4975"
356977,2102,"865532045701469","2023-08-23 09:06:57.988756+00","2023-08-21 13:19:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"edcdc43b-6b29-4580-8f13-54bfa545cc3f"
357006,2102,"865532045701469","2023-08-23 09:11:56.425162+00","2023-08-21 13:21:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"1d2de717-b59e-4625-bf4e-8946a707ee5a"
357070,2102,"865532045701469","2023-08-23 09:22:57.645817+00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2372308b-154c-408a-bf1a-42e4b8d69bed"
357072,2102,"865532045701469","2023-08-23 09:23:18.319908+00","2023-08-21 13:23:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"3c44d4c4-9878-4611-aeca-efd03c55d531"
357093,2102,"865532045701469","2023-08-23 09:26:55.60629+00","2023-08-21 13:25:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"cb6f9cf0-4e64-4e4c-89ae-c3c51edc6f32"
357169,2102,"865532045701469","2023-08-23 09:40:00.603202+00","2023-08-21 13:27:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"5028c7ed-ff2f-423c-a7b7-c8ac6f98edfa"
357208,2102,"865532045701469","2023-08-23 09:46:43.64468+00","2023-08-21 13:29:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"711b7101-e87a-44df-97b3-8caf69ad2ba8"
357296,2102,"865532045701469","2023-08-23 10:01:55.486487+00","2023-08-21 13:31:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"dc400828-5f7d-44f5-bbde-94e036256bc6"
357818,2102,"865532045701469","2023-08-23 11:32:25.970721+00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"32461a9c-dcc4-4dda-a0be-100f1d461bd5"
357820,2102,"865532045701469","2023-08-23 11:32:47.364781+00","2023-08-21 13:51:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"83e33f8d-61a6-4608-8d25-68c843a65f74"
357821,2102,"865532045701469","2023-08-23 11:32:57.71425+00","2023-08-21 13:49:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"83e33f8d-61a6-4608-8d25-68c843a65f74"
357822,2102,"865532045701469","2023-08-23 11:33:08.247093+00","2023-08-21 13:47:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"83e33f8d-61a6-4608-8d25-68c843a65f74"
357823,2102,"865532045701469","2023-08-23 11:33:18.592256+00","2023-08-21 13:45:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"83e33f8d-61a6-4608-8d25-68c843a65f74"
357824,2102,"865532045701469","2023-08-23 11:33:28.913529+00","2023-08-21 13:43:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"83e33f8d-61a6-4608-8d25-68c843a65f74"
357825,2102,"865532045701469","2023-08-23 11:33:39.273294+00","2023-08-21 13:41:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"83e33f8d-61a6-4608-8d25-68c843a65f74"
357826,2102,"865532045701469","2023-08-23 11:33:49.633247+00","2023-08-21 13:39:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"83e33f8d-61a6-4608-8d25-68c843a65f74"
357827,2102,"865532045701469","2023-08-23 11:33:59.984262+00","2023-08-21 13:37:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"83e33f8d-61a6-4608-8d25-68c843a65f74"
357828,2102,"865532045701469","2023-08-23 11:34:10.791265+00","2023-08-21 13:35:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"83e33f8d-61a6-4608-8d25-68c843a65f74"
357829,2102,"865532045701469","2023-08-23 11:34:21.467879+00","2023-08-21 13:33:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"83e33f8d-61a6-4608-8d25-68c843a65f74"
357866,2102,"865532045701469","2023-08-23 11:40:48.869274+00","2023-08-21 13:53:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"f9399f58-6e19-487b-b223-d376c9a12f41"
357899,2102,"865532045701469","2023-08-23 11:46:35.282715+00","2023-08-21 13:55:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"46d58f5a-febe-4a54-a6c5-944204e805e3"
357954,2102,"865532045701469","2023-08-23 11:56:13.825017+00","2023-08-21 13:57:34+00",53.204835,50.148878,15,0,118,0,234.6,64,-40,0,"5819f847-5451-4ac4-a2dd-f2e7f16fc7da"
358383,2102,"865532045701469","2023-08-23 13:10:11.277713+00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"67cfe136-5654-46bd-b4b8-90c7f9c21b03"
358391,2102,"865532045701469","2023-08-23 13:11:34.88994+00","2023-08-21 14:09:04+00",53.207166,50.147633,15,0,106,0,49.1,62,69,898,"ddc3bf44-032d-4fdb-b923-90419d1597a0"
358392,2102,"865532045701469","2023-08-23 13:11:45.297895+00","2023-08-21 14:09:03+00",53.207166,50.147633,15,0,106,0,49.1,62,69,903,"ddc3bf44-032d-4fdb-b923-90419d1597a0"
358393,2102,"865532045701469","2023-08-23 13:11:55.657416+00","2023-08-21 14:09:01+00",53.207166,50.147633,15,0,106,3.5,49.1,62,69,866,"ddc3bf44-032d-4fdb-b923-90419d1597a0"
358394,2102,"865532045701469","2023-08-23 13:12:06.092183+00","2023-08-21 14:08:56+00",53.207113,50.147526,15,0,106,22.9,50.7,64,68,960,"ddc3bf44-032d-4fdb-b923-90419d1597a0"
