"id","external_tracker_id","imei","server_date_time","tracker_date_time","latitude","longitude","sat_number","coord_correctness","altitude","speed","direction","fuel_level","coolant_temperature","engine_speed","package_uid"
358202,2714,"869688052072453","2023-08-23 12:39:00.630234+00","2023-08-21 14:06:01+00",53.204586,50.148745,15,0,109,0,347.8,88,67,2002,"89126f86-0259-489f-8336-dfe89ad05769"
358204,2714,"869688052072453","2023-08-23 12:39:21.993156+00","2023-08-21 14:06:03+00",53.204503,50.148743,15,0,116,8.3,326.6,88,67,2330,"81e51f21-a38f-4980-af6f-7d3e1fea5cf1"
358206,2714,"869688052072453","2023-08-23 12:39:42.580003+00","2023-08-21 14:06:05+00",53.20452,50.148683,15,0,116,7.7,301.7,88,67,1086,"53945902-8c01-4574-8ba0-4619240eebd3"
358207,2714,"869688052072453","2023-08-23 12:39:52.80815+00","2023-08-21 14:06:04+00",53.204515,50.148713,15,0,116,7.9,311.1,88,67,1065,"53945902-8c01-4574-8ba0-4619240eebd3"
358212,2714,"869688052072453","2023-08-23 12:40:43.943575+00","2023-08-21 14:06:07+00",53.20453,50.148615,15,0,115,9,291.4,88,67,1051,"2aa866f4-a6a0-4c84-9e46-281632b681a1"
358215,2714,"869688052072453","2023-08-23 12:41:15.290077+00","2023-08-21 14:06:09+00",53.204536,50.148571,15,0,115,3.5,293.1,88,68,920,"0cf7553e-8e84-4b73-8cb1-37971992a5af"
358226,2714,"869688052072453","2023-08-23 12:43:08.578325+00","2023-08-21 14:06:12+00",53.204543,50.148511,15,0,114,7.9,279,88,68,1620,"a587b748-7c6c-4c85-b7b6-63ce27ef8530"
358227,2714,"869688052072453","2023-08-23 12:43:18.776727+00","2023-08-21 14:06:11+00",53.204536,50.148571,15,0,115,0,293.1,88,68,1620,"a587b748-7c6c-4c85-b7b6-63ce27ef8530"
358230,2714,"869688052072453","2023-08-23 12:43:49.51655+00","2023-08-21 14:06:14+00",53.204536,50.148448,15,0,113,7.4,267.8,88,68,1015,"69147918-c561-464c-b822-14992b97b8b9"
358232,2714,"869688052072453","2023-08-23 12:44:10.253996+00","2023-08-21 14:06:17+00",53.204496,50.148388,15,0,111,8.5,217.8,88,69,1218,"7679951c-311c-4d36-abdb-d0074df016d9"
358233,2714,"869688052072453","2023-08-23 12:44:20.986853+00","2023-08-21 14:06:16+00",53.204515,50.148406,15,0,112,4.4,232.4,88,68,1141,"7679951c-311c-4d36-abdb-d0074df016d9"
358234,2714,"869688052072453","2023-08-23 12:44:31.13133+00","2023-08-21 14:06:15+00",53.204528,50.148421,15,0,113,6.8,253,88,68,1023,"7679951c-311c-4d36-abdb-d0074df016d9"
358239,2714,"869688052072453","2023-08-23 12:45:22.653086+00","2023-08-21 14:06:21+00",53.204441,50.148316,15,0,106,8.8,227.9,88,69,1589,"1b07a615-ac0d-458f-b7c7-083069f5935b"
358244,2714,"869688052072453","2023-08-23 12:46:14.023279+00","2023-08-21 14:06:25+00",53.204365,50.148131,15,0,104,13.5,238.5,88,70,1975,"4f7abdc9-8583-4094-bbab-85d33d4df72e"
358247,2714,"869688052072453","2023-08-23 12:46:44.685296+00","2023-08-21 14:06:26+00",53.204365,50.148131,15,0,104,0,238.5,88,70,2165,"7f0de827-1eca-4a6d-a89a-33f62699bd8a"
358254,2714,"869688052072453","2023-08-23 12:47:57.199749+00","2023-08-21 14:06:27+00",53.204365,50.148131,15,0,104,0,238.5,88,70,2234,"89fae417-e8d1-4f2c-a122-fbcca2f053f4"
358256,2714,"869688052072453","2023-08-23 12:48:17.767876+00","2023-08-21 14:06:34+00",53.204145,50.147751,15,0,97,9.4,206.5,88,71,1245,"09068378-2bbc-4b04-a0b6-6eb84db5fb42"
358257,2714,"869688052072453","2023-08-23 12:48:27.931947+00","2023-08-21 14:06:33+00",53.204216,50.147793,15,0,101,0,231.7,88,71,1555,"09068378-2bbc-4b04-a0b6-6eb84db5fb42"
358258,2714,"869688052072453","2023-08-23 12:48:37.981547+00","2023-08-21 14:06:32+00",53.204216,50.147793,15,0,101,13.3,231.7,88,71,2168,"09068378-2bbc-4b04-a0b6-6eb84db5fb42"
358262,2714,"869688052072453","2023-08-23 12:49:19.957728+00","2023-08-21 14:06:36+00",53.20409,50.147756,15,0,94,9.6,168.1,88,71,976,"4b2126d6-c0d3-4c33-bc81-c5026ad1ec52"
358263,2714,"869688052072453","2023-08-23 12:49:30.139907+00","2023-08-21 14:06:35+00",53.204116,50.147748,15,0,95,9.4,184.9,88,71,1197,"4b2126d6-c0d3-4c33-bc81-c5026ad1ec52"
358266,2714,"869688052072453","2023-08-23 12:50:00.857601+00","2023-08-21 14:06:40+00",53.204006,50.147728,15,0,88,7.7,210.3,88,72,1651,"f3abe5df-04c7-44bd-8aec-93ed66d72a9e"
358267,2714,"869688052072453","2023-08-23 12:50:11.170831+00","2023-08-21 14:06:39+00",53.204023,50.14775,15,0,90,9,195.1,88,71,1392,"f3abe5df-04c7-44bd-8aec-93ed66d72a9e"
358271,2714,"869688052072453","2023-08-23 12:50:52.088032+00","2023-08-21 14:06:42+00",53.203961,50.14765,15,0,86,14.8,226.7,88,72,1761,"151c8a95-73b4-4eae-8cea-3bee586f5c34"
358275,2714,"869688052072453","2023-08-23 12:51:33.229913+00","2023-08-21 14:06:45+00",53.203905,50.147503,15,0,86,7,236,88,72,2073,"d174d555-0674-4491-be3b-0210992a64b6"
358281,2714,"869688052072453","2023-08-23 12:52:35.254583+00","2023-08-21 14:06:48+00",53.203873,50.14741,13,0,85,6.6,0,88,73,2077,"d10d1759-abdc-4231-810e-55824052434f"
358283,2714,"869688052072453","2023-08-23 12:52:56.386277+00","2023-08-21 14:06:53+00",53.203871,50.147338,12,0,82,2.4,0,88,74,1019,"82cf17c3-53fb-49c6-9a00-cee0c9300b97"
358288,2714,"869688052072453","2023-08-23 12:53:47.79092+00","2023-08-21 14:06:56+00",53.203875,50.147358,14,0,81,2.2,0,88,74,952,"f5f35078-0f46-4eab-9061-8767ebf755a4"
358334,2714,"869688052072453","2023-08-23 13:01:41.636942+00","2023-08-21 14:07:52+00",53.203875,50.147358,14,0,81,0,0,88,81,1108,"af2a1137-b6e5-4a81-ad5f-76144c70f119"
358338,2714,"869688052072453","2023-08-23 13:02:22.624405+00","2023-08-21 14:07:58+00",53.203533,50.147733,9,0,35,5.9,0,88,81,1339,"06b004e9-900a-48c7-9d97-0d44f8d17b34"
358342,2714,"869688052072453","2023-08-23 13:03:03.859487+00","2023-08-21 14:07:59+00",53.203518,50.147741,10,0,35,5.9,0,88,82,1080,"8a7066cd-4322-4c6e-8e5c-c6a877641542"
358352,2714,"869688052072453","2023-08-23 13:04:48.137887+00","2023-08-21 14:08:24+00",53.203518,50.147741,12,0,35,0,0,88,84,971,"48cc068d-1bb0-49f4-8ffa-0b5b4e84fa4b"
358356,2714,"869688052072453","2023-08-23 13:05:29.76635+00","2023-08-21 14:08:29+00",53.203518,50.147741,12,0,35,0,0,88,84,1047,"6b01cac9-ec43-46f1-a29d-0b1af1cbe2ae"
358361,2714,"869688052072453","2023-08-23 13:06:22.048192+00","2023-08-21 14:08:41+00",53.203518,50.147741,15,0,35,0,0,88,85,1665,"1af0ebca-cb09-48a6-a04f-e399e3a348b8"
358365,2714,"869688052072453","2023-08-23 13:07:03.566302+00","2023-08-21 14:08:42+00",53.203685,50.1458,15,0,130,12.5,317.9,88,85,1665,"8c4784af-bf8b-4e30-8143-417c395228cc"
358367,2714,"869688052072453","2023-08-23 13:07:24.423769+00","2023-08-21 14:08:47+00",53.203833,50.145561,14,0,128,17.5,312.2,88,86,1413,"52d30492-351b-4510-801e-da0a2a0c3a03"
358370,2714,"869688052072453","2023-08-23 13:07:55.938795+00","2023-08-21 14:08:50+00",53.20391,50.145453,14,0,127,11.2,321.1,88,85,950,"3605e978-8d5e-4efd-9b4e-40f250662430"
358373,2714,"869688052072453","2023-08-23 13:08:27.070219+00","2023-08-21 14:08:55+00",53.204078,50.145233,14,0,126,21.2,318.9,88,81,1427,"5cd69e85-0fd3-42fa-9cf2-9fccb432a5e3"
358376,2714,"869688052072453","2023-08-23 13:08:58.239728+00","2023-08-21 14:09:00+00",53.204273,50.14497,12,0,122,17.9,321.3,88,78,1081,"84c9eb17-a6d2-4c82-b6b4-830da472aa63"
358380,2714,"869688052072453","2023-08-23 13:09:39.993442+00","2023-08-21 14:09:05+00",53.204321,50.144726,12,0,119,14.6,258.7,88,77,1041,"86be9c7c-ccf8-4434-9aed-7eb770f59f3d"
358381,2714,"869688052072453","2023-08-23 13:09:50.342749+00","2023-08-21 14:09:04+00",53.204338,50.144791,14,0,119,9.8,290.5,88,77,1080,"86be9c7c-ccf8-4434-9aed-7eb770f59f3d"
358382,2714,"869688052072453","2023-08-23 13:10:00.802223+00","2023-08-21 14:09:03+00",53.204343,50.144838,14,0,120,11.2,309.8,88,77,970,"86be9c7c-ccf8-4434-9aed-7eb770f59f3d"
358389,2714,"869688052072453","2023-08-23 13:11:14.257647+00","2023-08-21 14:09:07+00",53.204268,50.144591,12,0,119,20,237.7,88,77,1364,"9e31cd47-4fcb-476b-8a83-5cd3b6fb8008"
358390,2714,"869688052072453","2023-08-23 13:11:24.538678+00","2023-08-21 14:09:06+00",53.2043,50.144663,11,0,119,16.4,245.2,88,77,1189,"9e31cd47-4fcb-476b-8a83-5cd3b6fb8008"
358405,2714,"869688052072453","2023-08-23 13:14:00.652121+00","2023-08-21 14:09:12+00",53.204111,50.144226,14,0,117,18.8,229.6,88,78,1038,"55b35ee1-5d7c-43cd-9c13-ee9da6e9b639"
358420,2714,"869688052072453","2023-08-23 13:16:37.34266+00","2023-08-21 14:09:17+00",53.20412,50.144171,15,0,119,0,237,88,79,1359,"b3eaa298-5200-4b8d-9523-5e50ff759461"
358435,2714,"869688052072453","2023-08-23 13:19:14.418494+00","2023-08-21 14:09:19+00",53.20412,50.144171,15,0,119,0,237,88,79,1662,"6cdb7fec-4cc5-4b6a-aa1a-77f5f6da99cf"
358436,2714,"869688052072453","2023-08-23 13:19:25.193478+00","2023-08-21 14:09:18+00",53.20412,50.144171,15,0,119,0,237,88,79,1052,"6cdb7fec-4cc5-4b6a-aa1a-77f5f6da99cf"
358452,2714,"869688052072453","2023-08-23 13:22:11.594979+00","2023-08-21 14:09:21+00",53.20419,50.144106,15,0,118,10.3,310.8,88,79,1522,"5ec7acaf-736f-48e5-ae55-de2231db3d44"
