"id","tracker_message_id","tracker_tag_id","tag_type","value","message_tag_boolean_value","message_tag_byte_value","message_tag_date_time_value","message_tag_double_value","message_tag_integer_value","message_tag_string_value","is_fallback","sensor_id"
9198542,358066,10,3,NULL,NULL,8,NULL,NULL,NULL,NULL,False,NULL
9198543,358066,28,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9198544,358066,29,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9198545,358066,30,3,NULL,NULL,63,NULL,NULL,NULL,NULL,False,NULL
9198546,358066,31,3,NULL,NULL,126,NULL,NULL,NULL,NULL,False,NULL
9198547,358066,32,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9198548,358066,33,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9198549,358066,6,7,NULL,NULL,NULL,"2023-08-21 14:03:35+00",NULL,NULL,NULL,False,NULL
9198550,358066,101,4,NULL,NULL,NULL,NULL,53.204025,NULL,NULL,False,NULL
9198551,358066,100,4,NULL,NULL,NULL,NULL,50.1476,NULL,NULL,False,NULL
9198552,358066,120,4,NULL,NULL,NULL,NULL,10.9,NULL,NULL,False,NULL
9198553,358066,121,4,NULL,NULL,NULL,NULL,186.5,NULL,NULL,False,NULL
9198554,358066,4,1,NULL,NULL,NULL,NULL,NULL,3035,NULL,False,NULL
9198555,358066,5,1,NULL,NULL,NULL,NULL,NULL,23935,NULL,False,NULL
9198556,358066,102,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9198557,358066,103,1,NULL,NULL,NULL,NULL,NULL,14,NULL,False,NULL
9198558,358066,9,1,NULL,NULL,NULL,NULL,NULL,101,NULL,False,NULL
9198559,358066,11,1,NULL,NULL,NULL,NULL,NULL,14849,NULL,False,NULL
9198560,358066,12,1,NULL,NULL,NULL,NULL,NULL,14309,NULL,False,NULL
9198561,358066,13,1,NULL,NULL,NULL,NULL,NULL,3768,NULL,False,NULL
9198562,358066,14,1,NULL,NULL,NULL,NULL,NULL,34,NULL,False,NULL
9198563,358066,18,1,NULL,NULL,NULL,NULL,NULL,1452,NULL,False,NULL
9198564,358066,19,1,NULL,NULL,NULL,NULL,NULL,1702,NULL,False,NULL
9198565,358066,110,1,NULL,NULL,NULL,NULL,NULL,30,NULL,False,NULL
9198566,358066,111,1,NULL,NULL,NULL,NULL,NULL,35,NULL,False,NULL
9198567,358066,112,1,NULL,NULL,NULL,NULL,NULL,1228,NULL,False,NULL
9198568,358066,27,1,NULL,NULL,NULL,NULL,NULL,109945,NULL,False,NULL
9198569,358066,3,6,NULL,NULL,NULL,NULL,NULL,NULL,"869604066689166",False,NULL
9198570,358067,10,3,NULL,NULL,8,NULL,NULL,NULL,NULL,False,NULL
9198571,358067,28,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9198572,358067,29,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9198573,358067,30,3,NULL,NULL,63,NULL,NULL,NULL,NULL,False,NULL
9198574,358067,31,3,NULL,NULL,126,NULL,NULL,NULL,NULL,False,NULL
9198575,358067,32,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9198576,358067,33,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9198577,358067,6,7,NULL,NULL,NULL,"2023-08-21 14:03:34+00",NULL,NULL,NULL,False,NULL
9198578,358067,101,4,NULL,NULL,NULL,NULL,53.204048,NULL,NULL,False,NULL
9198579,358067,100,4,NULL,NULL,NULL,NULL,50.147598,NULL,NULL,False,NULL
9198580,358067,120,4,NULL,NULL,NULL,NULL,7.9,NULL,NULL,False,NULL
9198581,358067,121,4,NULL,NULL,NULL,NULL,202.8,NULL,NULL,False,NULL
9198582,358067,4,1,NULL,NULL,NULL,NULL,NULL,3035,NULL,False,NULL
9198583,358067,5,1,NULL,NULL,NULL,NULL,NULL,23934,NULL,False,NULL
9198584,358067,102,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9198585,358067,103,1,NULL,NULL,NULL,NULL,NULL,14,NULL,False,NULL
9198586,358067,9,1,NULL,NULL,NULL,NULL,NULL,101,NULL,False,NULL
9198587,358067,11,1,NULL,NULL,NULL,NULL,NULL,14849,NULL,False,NULL
9198588,358067,12,1,NULL,NULL,NULL,NULL,NULL,14297,NULL,False,NULL
9198589,358067,13,1,NULL,NULL,NULL,NULL,NULL,3768,NULL,False,NULL
9198590,358067,14,1,NULL,NULL,NULL,NULL,NULL,34,NULL,False,NULL
9198591,358067,18,1,NULL,NULL,NULL,NULL,NULL,1452,NULL,False,NULL
9198592,358067,19,1,NULL,NULL,NULL,NULL,NULL,1702,NULL,False,NULL
9198593,358067,110,1,NULL,NULL,NULL,NULL,NULL,30,NULL,False,NULL
9198594,358067,111,1,NULL,NULL,NULL,NULL,NULL,35,NULL,False,NULL
9198595,358067,112,1,NULL,NULL,NULL,NULL,NULL,1120,NULL,False,NULL
9198596,358067,27,1,NULL,NULL,NULL,NULL,NULL,109945,NULL,False,NULL
9198597,358067,3,6,NULL,NULL,NULL,NULL,NULL,NULL,"869604066689166",False,NULL
9198598,358068,10,3,NULL,NULL,8,NULL,NULL,NULL,NULL,False,NULL
9198599,358068,28,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9198600,358068,29,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9198601,358068,30,3,NULL,NULL,63,NULL,NULL,NULL,NULL,False,NULL
9198602,358068,31,3,NULL,NULL,126,NULL,NULL,NULL,NULL,False,NULL
9198603,358068,32,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9198604,358068,33,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9198605,358068,6,7,NULL,NULL,NULL,"2023-08-21 14:03:33+00",NULL,NULL,NULL,False,NULL
9198606,358068,101,4,NULL,NULL,NULL,NULL,53.204073,NULL,NULL,False,NULL
9198607,358068,100,4,NULL,NULL,NULL,NULL,50.147603,NULL,NULL,False,NULL
9198608,358068,120,4,NULL,NULL,NULL,NULL,10.5,NULL,NULL,False,NULL
9198609,358068,121,4,NULL,NULL,NULL,NULL,216.4,NULL,NULL,False,NULL
9198610,358068,4,1,NULL,NULL,NULL,NULL,NULL,3035,NULL,False,NULL
9198611,358068,5,1,NULL,NULL,NULL,NULL,NULL,23933,NULL,False,NULL
9198612,358068,102,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9198613,358068,103,1,NULL,NULL,NULL,NULL,NULL,15,NULL,False,NULL
9198614,358068,9,1,NULL,NULL,NULL,NULL,NULL,102,NULL,False,NULL
9198615,358068,11,1,NULL,NULL,NULL,NULL,NULL,14849,NULL,False,NULL
9198616,358068,12,1,NULL,NULL,NULL,NULL,NULL,14297,NULL,False,NULL
9198617,358068,13,1,NULL,NULL,NULL,NULL,NULL,3768,NULL,False,NULL
9198618,358068,14,1,NULL,NULL,NULL,NULL,NULL,34,NULL,False,NULL
9198619,358068,18,1,NULL,NULL,NULL,NULL,NULL,1452,NULL,False,NULL
9198620,358068,19,1,NULL,NULL,NULL,NULL,NULL,1887,NULL,False,NULL
9198621,358068,110,1,NULL,NULL,NULL,NULL,NULL,30,NULL,False,NULL
9198622,358068,111,1,NULL,NULL,NULL,NULL,NULL,35,NULL,False,NULL
9198623,358068,112,1,NULL,NULL,NULL,NULL,NULL,1049,NULL,False,NULL
9198624,358068,27,1,NULL,NULL,NULL,NULL,NULL,109945,NULL,False,NULL
9198625,358068,3,6,NULL,NULL,NULL,NULL,NULL,NULL,"869604066689166",False,NULL
9198626,358069,10,3,NULL,NULL,8,NULL,NULL,NULL,NULL,False,NULL
9198627,358069,28,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9198628,358069,29,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9198629,358069,30,3,NULL,NULL,63,NULL,NULL,NULL,NULL,False,NULL
9198630,358069,31,3,NULL,NULL,126,NULL,NULL,NULL,NULL,False,NULL
9198631,358069,32,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9198632,358069,33,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9198633,358069,6,7,NULL,NULL,NULL,"2023-08-21 14:03:38+00",NULL,NULL,NULL,False,NULL
9198634,358069,101,4,NULL,NULL,NULL,NULL,53.203953,NULL,NULL,False,NULL
9198635,358069,100,4,NULL,NULL,NULL,NULL,50.14758,NULL,NULL,False,NULL
9198636,358069,120,4,NULL,NULL,NULL,NULL,11.8,NULL,NULL,False,NULL
9198637,358069,121,4,NULL,NULL,NULL,NULL,201.5,NULL,NULL,False,NULL
9198638,358069,4,1,NULL,NULL,NULL,NULL,NULL,3035,NULL,False,NULL
9198639,358069,5,1,NULL,NULL,NULL,NULL,NULL,23936,NULL,False,NULL
9198640,358069,102,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9198641,358069,103,1,NULL,NULL,NULL,NULL,NULL,15,NULL,False,NULL
9198642,358069,9,1,NULL,NULL,NULL,NULL,NULL,103,NULL,False,NULL
9198643,358069,11,1,NULL,NULL,NULL,NULL,NULL,14849,NULL,False,NULL
9198644,358069,12,1,NULL,NULL,NULL,NULL,NULL,14345,NULL,False,NULL
9198645,358069,13,1,NULL,NULL,NULL,NULL,NULL,3768,NULL,False,NULL
9198646,358069,14,1,NULL,NULL,NULL,NULL,NULL,34,NULL,False,NULL
9198647,358069,18,1,NULL,NULL,NULL,NULL,NULL,1452,NULL,False,NULL
9198648,358069,19,1,NULL,NULL,NULL,NULL,NULL,1518,NULL,False,NULL
9198649,358069,110,1,NULL,NULL,NULL,NULL,NULL,30,NULL,False,NULL
9198650,358069,111,1,NULL,NULL,NULL,NULL,NULL,36,NULL,False,NULL
9198651,358069,112,1,NULL,NULL,NULL,NULL,NULL,1281,NULL,False,NULL
9198652,358069,27,1,NULL,NULL,NULL,NULL,NULL,109945,NULL,False,NULL
9198653,358069,3,6,NULL,NULL,NULL,NULL,NULL,NULL,"869604066689166",False,NULL
9198680,358071,10,3,NULL,NULL,9,NULL,NULL,NULL,NULL,False,NULL
9198681,358071,28,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9198682,358071,29,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9198683,358071,30,3,NULL,NULL,63,NULL,NULL,NULL,NULL,False,NULL
9198684,358071,31,3,NULL,NULL,126,NULL,NULL,NULL,NULL,False,NULL
9198685,358071,32,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9198686,358071,33,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9198687,358071,6,7,NULL,NULL,NULL,"2023-08-21 14:03:40+00",NULL,NULL,NULL,False,NULL
9198688,358071,101,4,NULL,NULL,NULL,NULL,53.203925,NULL,NULL,False,NULL
9198689,358071,100,4,NULL,NULL,NULL,NULL,50.147518,NULL,NULL,False,NULL
9198690,358071,120,4,NULL,NULL,NULL,NULL,10.5,NULL,NULL,False,NULL
9198691,358071,121,4,NULL,NULL,NULL,NULL,225.5,NULL,NULL,False,NULL
9198692,358071,4,1,NULL,NULL,NULL,NULL,NULL,3035,NULL,False,NULL
9198693,358071,5,1,NULL,NULL,NULL,NULL,NULL,23938,NULL,False,NULL
