"id","tracker_message_id","tracker_tag_id","tag_type","value","message_tag_boolean_value","message_tag_byte_value","message_tag_date_time_value","message_tag_double_value","message_tag_integer_value","message_tag_string_value","is_fallback","sensor_id"
9085431,353703,10,3,NULL,NULL,6,NULL,NULL,NULL,NULL,False,NULL
9085432,353703,28,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085433,353703,29,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085434,353703,30,3,NULL,NULL,80,NULL,NULL,NULL,NULL,False,NULL
9085435,353703,31,3,NULL,NULL,206,NULL,NULL,NULL,NULL,False,NULL
9085436,353703,32,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085437,353703,33,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085438,353703,6,7,NULL,NULL,NULL,"2023-08-21 10:50:24+00",NULL,NULL,NULL,False,NULL
9085439,353703,101,4,NULL,NULL,NULL,NULL,45.26493,NULL,NULL,False,NULL
9085440,353703,100,4,NULL,NULL,NULL,NULL,43.113858,NULL,NULL,False,NULL
9085441,353703,120,4,NULL,NULL,NULL,NULL,47.4,NULL,NULL,False,NULL
9085442,353703,121,4,NULL,NULL,NULL,NULL,179.6,NULL,NULL,False,NULL
9085443,353703,4,1,NULL,NULL,NULL,NULL,NULL,1827,NULL,False,NULL
9085444,353703,5,1,NULL,NULL,NULL,NULL,NULL,60910,NULL,False,NULL
9085445,353703,102,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9085446,353703,103,1,NULL,NULL,NULL,NULL,NULL,12,NULL,False,NULL
9085447,353703,9,1,NULL,NULL,NULL,NULL,NULL,308,NULL,False,NULL
9085448,353703,11,1,NULL,NULL,NULL,NULL,NULL,6657,NULL,False,NULL
9085449,353703,12,1,NULL,NULL,NULL,NULL,NULL,13023,NULL,False,NULL
9085450,353703,13,1,NULL,NULL,NULL,NULL,NULL,3820,NULL,False,NULL
9085451,353703,14,1,NULL,NULL,NULL,NULL,NULL,39,NULL,False,NULL
9085452,353703,110,1,NULL,NULL,NULL,NULL,NULL,88,NULL,False,NULL
9085453,353703,111,1,NULL,NULL,NULL,NULL,NULL,100,NULL,False,NULL
9085454,353703,112,1,NULL,NULL,NULL,NULL,NULL,2372,NULL,False,NULL
9085455,353703,27,1,NULL,NULL,NULL,NULL,NULL,110566,NULL,False,NULL
9085456,353703,3,6,NULL,NULL,NULL,NULL,NULL,NULL,"862057047615627",False,NULL
9085483,353705,10,3,NULL,NULL,6,NULL,NULL,NULL,NULL,False,NULL
9085484,353705,28,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085485,353705,29,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085486,353705,30,3,NULL,NULL,80,NULL,NULL,NULL,NULL,False,NULL
9085487,353705,31,3,NULL,NULL,206,NULL,NULL,NULL,NULL,False,NULL
9085488,353705,32,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085489,353705,33,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085490,353705,6,7,NULL,NULL,NULL,"2023-08-21 10:50:29+00",NULL,NULL,NULL,False,NULL
9085491,353705,101,4,NULL,NULL,NULL,NULL,45.264336,NULL,NULL,False,NULL
9085492,353705,100,4,NULL,NULL,NULL,NULL,43.113861,NULL,NULL,False,NULL
9085493,353705,120,4,NULL,NULL,NULL,NULL,47.2,NULL,NULL,False,NULL
9085494,353705,121,4,NULL,NULL,NULL,NULL,179.4,NULL,NULL,False,NULL
9085495,353705,4,1,NULL,NULL,NULL,NULL,NULL,1827,NULL,False,NULL
9085496,353705,5,1,NULL,NULL,NULL,NULL,NULL,60911,NULL,False,NULL
9085497,353705,102,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9085498,353705,103,1,NULL,NULL,NULL,NULL,NULL,12,NULL,False,NULL
9085499,353705,9,1,NULL,NULL,NULL,NULL,NULL,308,NULL,False,NULL
9085500,353705,11,1,NULL,NULL,NULL,NULL,NULL,6657,NULL,False,NULL
9085501,353705,12,1,NULL,NULL,NULL,NULL,NULL,13012,NULL,False,NULL
9085502,353705,13,1,NULL,NULL,NULL,NULL,NULL,3820,NULL,False,NULL
9085503,353705,14,1,NULL,NULL,NULL,NULL,NULL,39,NULL,False,NULL
9085504,353705,110,1,NULL,NULL,NULL,NULL,NULL,88,NULL,False,NULL
9085505,353705,111,1,NULL,NULL,NULL,NULL,NULL,100,NULL,False,NULL
9085506,353705,112,1,NULL,NULL,NULL,NULL,NULL,2355,NULL,False,NULL
9085507,353705,27,1,NULL,NULL,NULL,NULL,NULL,110566,NULL,False,NULL
9085508,353705,3,6,NULL,NULL,NULL,NULL,NULL,NULL,"862057047615627",False,NULL
9085535,353707,10,3,NULL,NULL,6,NULL,NULL,NULL,NULL,False,NULL
9085536,353707,28,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085537,353707,29,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085538,353707,30,3,NULL,NULL,80,NULL,NULL,NULL,NULL,False,NULL
9085539,353707,31,3,NULL,NULL,206,NULL,NULL,NULL,NULL,False,NULL
9085540,353707,32,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085541,353707,33,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085542,353707,6,7,NULL,NULL,NULL,"2023-08-21 10:50:34+00",NULL,NULL,NULL,False,NULL
9085543,353707,101,4,NULL,NULL,NULL,NULL,45.263745,NULL,NULL,False,NULL
9085544,353707,100,4,NULL,NULL,NULL,NULL,43.113881,NULL,NULL,False,NULL
9085545,353707,120,4,NULL,NULL,NULL,NULL,46.8,NULL,NULL,False,NULL
9085546,353707,121,4,NULL,NULL,NULL,NULL,177.7,NULL,NULL,False,NULL
9085547,353707,4,1,NULL,NULL,NULL,NULL,NULL,1827,NULL,False,NULL
9085548,353707,5,1,NULL,NULL,NULL,NULL,NULL,60912,NULL,False,NULL
9085549,353707,102,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9085550,353707,103,1,NULL,NULL,NULL,NULL,NULL,12,NULL,False,NULL
9085551,353707,9,1,NULL,NULL,NULL,NULL,NULL,308,NULL,False,NULL
9085552,353707,11,1,NULL,NULL,NULL,NULL,NULL,6657,NULL,False,NULL
9085553,353707,12,1,NULL,NULL,NULL,NULL,NULL,13046,NULL,False,NULL
9085554,353707,13,1,NULL,NULL,NULL,NULL,NULL,3820,NULL,False,NULL
9085555,353707,14,1,NULL,NULL,NULL,NULL,NULL,39,NULL,False,NULL
9085556,353707,110,1,NULL,NULL,NULL,NULL,NULL,88,NULL,False,NULL
9085557,353707,111,1,NULL,NULL,NULL,NULL,NULL,100,NULL,False,NULL
9085558,353707,112,1,NULL,NULL,NULL,NULL,NULL,2346,NULL,False,NULL
9085559,353707,27,1,NULL,NULL,NULL,NULL,NULL,110566,NULL,False,NULL
9085560,353707,3,6,NULL,NULL,NULL,NULL,NULL,NULL,"862057047615627",False,NULL
9085587,353709,10,3,NULL,NULL,6,NULL,NULL,NULL,NULL,False,NULL
9085588,353709,28,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085589,353709,29,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085590,353709,30,3,NULL,NULL,80,NULL,NULL,NULL,NULL,False,NULL
9085591,353709,31,3,NULL,NULL,204,NULL,NULL,NULL,NULL,False,NULL
9085592,353709,32,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085593,353709,33,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085594,353709,6,7,NULL,NULL,NULL,"2023-08-21 10:50:39+00",NULL,NULL,NULL,False,NULL
9085595,353709,101,4,NULL,NULL,NULL,NULL,45.263156,NULL,NULL,False,NULL
9085596,353709,100,4,NULL,NULL,NULL,NULL,43.113888,NULL,NULL,False,NULL
9085597,353709,120,4,NULL,NULL,NULL,NULL,47.2,NULL,NULL,False,NULL
9085598,353709,121,4,NULL,NULL,NULL,NULL,179.8,NULL,NULL,False,NULL
9085599,353709,4,1,NULL,NULL,NULL,NULL,NULL,1827,NULL,False,NULL
9085600,353709,5,1,NULL,NULL,NULL,NULL,NULL,60913,NULL,False,NULL
9085601,353709,102,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9085602,353709,103,1,NULL,NULL,NULL,NULL,NULL,12,NULL,False,NULL
9085603,353709,9,1,NULL,NULL,NULL,NULL,NULL,309,NULL,False,NULL
9085604,353709,11,1,NULL,NULL,NULL,NULL,NULL,6657,NULL,False,NULL
9085605,353709,12,1,NULL,NULL,NULL,NULL,NULL,13041,NULL,False,NULL
9085606,353709,13,1,NULL,NULL,NULL,NULL,NULL,3820,NULL,False,NULL
9085607,353709,14,1,NULL,NULL,NULL,NULL,NULL,39,NULL,False,NULL
9085608,353709,110,1,NULL,NULL,NULL,NULL,NULL,88,NULL,False,NULL
9085609,353709,111,1,NULL,NULL,NULL,NULL,NULL,101,NULL,False,NULL
9085610,353709,112,1,NULL,NULL,NULL,NULL,NULL,2355,NULL,False,NULL
9085611,353709,27,1,NULL,NULL,NULL,NULL,NULL,110566,NULL,False,NULL
9085612,353709,3,6,NULL,NULL,NULL,NULL,NULL,NULL,"862057047615627",False,NULL
9085717,353714,10,3,NULL,NULL,6,NULL,NULL,NULL,NULL,False,NULL
9085718,353714,28,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
