"id","tracker_message_id","tracker_tag_id","tag_type","value","message_tag_boolean_value","message_tag_byte_value","message_tag_date_time_value","message_tag_double_value","message_tag_integer_value","message_tag_string_value","is_fallback","sensor_id"
9085379,353701,10,3,NULL,NULL,5,NULL,NULL,NULL,NULL,False,NULL
9085380,353701,28,3,NULL,NULL,12,NULL,NULL,NULL,NULL,False,NULL
9085381,353701,29,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085382,353701,30,3,NULL,NULL,61,NULL,NULL,NULL,NULL,False,NULL
9085383,353701,31,3,NULL,NULL,146,NULL,NULL,NULL,NULL,False,NULL
9085384,353701,32,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085385,353701,33,3,NULL,NULL,1,NULL,NULL,NULL,NULL,False,NULL
9085386,353701,6,7,NULL,NULL,NULL,"2023-08-21 10:50:19+00",NULL,NULL,NULL,False,NULL
9085387,353701,101,4,NULL,NULL,NULL,NULL,52.650876,NULL,NULL,False,NULL
9085388,353701,100,4,NULL,NULL,NULL,NULL,45.866778,NULL,NULL,False,NULL
9085389,353701,120,4,NULL,NULL,NULL,NULL,101.8,NULL,NULL,False,NULL
9085390,353701,121,4,NULL,NULL,NULL,NULL,209.1,NULL,NULL,False,NULL
9085391,353701,4,1,NULL,NULL,NULL,NULL,NULL,1734,NULL,False,NULL
9085392,353701,5,1,NULL,NULL,NULL,NULL,NULL,22106,NULL,False,NULL
9085393,353701,102,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9085394,353701,103,1,NULL,NULL,NULL,NULL,NULL,15,NULL,False,NULL
9085395,353701,9,1,NULL,NULL,NULL,NULL,NULL,253,NULL,False,NULL
9085396,353701,11,1,NULL,NULL,NULL,NULL,NULL,10753,NULL,False,NULL
9085397,353701,12,1,NULL,NULL,NULL,NULL,NULL,14058,NULL,False,NULL
9085398,353701,13,1,NULL,NULL,NULL,NULL,NULL,3709,NULL,False,NULL
9085399,353701,14,1,NULL,NULL,NULL,NULL,NULL,38,NULL,False,NULL
9085400,353701,110,1,NULL,NULL,NULL,NULL,NULL,94,NULL,False,NULL
9085401,353701,111,1,NULL,NULL,NULL,NULL,NULL,83,NULL,False,NULL
9085402,353701,112,1,NULL,NULL,NULL,NULL,NULL,2644,NULL,False,NULL
9085403,353701,27,1,NULL,NULL,NULL,NULL,NULL,177810,NULL,False,NULL
9085404,353701,3,6,NULL,NULL,NULL,NULL,NULL,NULL,"868345032036162",False,NULL
9085405,353702,10,3,NULL,NULL,5,NULL,NULL,NULL,NULL,False,NULL
9085406,353702,28,3,NULL,NULL,12,NULL,NULL,NULL,NULL,False,NULL
9085407,353702,29,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085408,353702,30,3,NULL,NULL,61,NULL,NULL,NULL,NULL,False,NULL
9085409,353702,31,3,NULL,NULL,144,NULL,NULL,NULL,NULL,False,NULL
9085410,353702,32,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9085411,353702,33,3,NULL,NULL,1,NULL,NULL,NULL,NULL,False,NULL
9085412,353702,6,7,NULL,NULL,NULL,"2023-08-21 10:50:24+00",NULL,NULL,NULL,False,NULL
9085413,353702,101,4,NULL,NULL,NULL,NULL,52.649831,NULL,NULL,False,NULL
9085414,353702,100,4,NULL,NULL,NULL,NULL,45.86571,NULL,NULL,False,NULL
