"id","external_tracker_id","imei","server_date_time","tracker_date_time","latitude","longitude","sat_number","coord_correctness","altitude","speed","direction","fuel_level","coolant_temperature","engine_speed","package_uid"
353701,1734,"868345032036162","2023-08-23 00:00:04.491062+00","2023-08-21 10:50:19+00",52.650876,45.866778,15,0,253,101.8,209.1,94,83,2644,"bf630c67-e5ff-45ca-8c8e-19f408030082"
353702,1734,"868345032036162","2023-08-23 00:00:14.336386+00","2023-08-21 10:50:24+00",52.649831,45.86571,15,0,251,97.7,214.3,94,83,2533,"c4b4c4c3-37e0-4430-adc0-fc46e72eff2a"
353704,1734,"868345032036162","2023-08-23 00:00:34.22195+00","2023-08-21 10:50:29+00",52.648866,45.864563,15,0,251,93.7,216.9,94,83,2442,"0e5748db-3057-4ef4-b034-410e3028d41f"
353706,1734,"868345032036162","2023-08-23 00:00:54.257233+00","2023-08-21 10:50:34+00",52.647958,45.863328,15,0,250,93.5,221.9,94,83,2469,"7a0d1242-fe1f-42d2-8970-4bd250254146"
353708,1734,"868345032036162","2023-08-23 00:01:13.827172+00","2023-08-21 10:50:39+00",52.647165,45.862083,15,0,249,82.5,225.9,94,83,2175,"986886ec-60aa-46a0-a162-d8d5c98d6701"
353710,1734,"868345032036162","2023-08-23 00:01:33.188567+00","2023-08-21 10:50:44+00",52.646465,45.860846,15,0,246,80.5,228.3,94,82,2128,"671868bf-4288-40b9-afff-096a6a893390"
353712,1734,"868345032036162","2023-08-23 00:01:52.930763+00","2023-08-21 10:50:49+00",52.645788,45.859551,15,0,244,86.8,230.2,94,81,2212,"8a29b11a-9ab0-4147-9c5d-87f09f9a64e3"
353713,1734,"868345032036162","2023-08-23 00:02:02.820308+00","2023-08-21 10:50:54+00",52.645133,45.85813,15,0,242,86.3,233.9,94,81,2250,"3518fbc6-4106-41dc-af0a-d8131db8ff30"
353716,1734,"868345032036162","2023-08-23 00:02:33.321227+00","2023-08-21 10:50:59+00",52.644538,45.856688,15,0,240,82.5,237.8,94,81,2192,"5c370545-e80e-4a9b-98d0-9e6fa7333025"
353718,1734,"868345032036162","2023-08-23 00:02:52.783872+00","2023-08-21 10:51:04+00",52.644023,45.855296,15,0,237,75.9,240.6,94,81,1997,"cd4acd7c-b880-487d-a0b8-906cb9447db8"
353722,1734,"868345032036162","2023-08-23 00:03:31.627946+00","2023-08-21 10:51:09+00",52.643586,45.853936,15,0,235,74,243.6,94,81,1968,"70de24b1-09db-4ee9-a11b-b6cfb66f6930"
