"id","tracker_message_id","tracker_tag_id","tag_type","value","message_tag_boolean_value","message_tag_byte_value","message_tag_date_time_value","message_tag_double_value","message_tag_integer_value","message_tag_string_value","is_fallback","sensor_id"
9092435,353973,10,3,NULL,NULL,5,NULL,NULL,NULL,NULL,False,NULL
9092436,353973,28,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9092437,353973,29,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9092438,353973,30,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9092439,353973,31,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9092440,353973,32,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9092441,353973,33,3,NULL,NULL,1,NULL,NULL,NULL,NULL,False,NULL
9092442,353973,6,7,NULL,NULL,NULL,"2023-08-21 10:55:34+00",NULL,NULL,NULL,False,NULL
9092443,353973,101,4,NULL,NULL,NULL,NULL,53.204835,NULL,NULL,False,NULL
9092444,353973,100,4,NULL,NULL,NULL,NULL,50.148878,NULL,NULL,False,NULL
9092445,353973,120,4,NULL,NULL,NULL,NULL,0,NULL,NULL,False,NULL
9092446,353973,121,4,NULL,NULL,NULL,NULL,234.6,NULL,NULL,False,NULL
9092447,353973,4,1,NULL,NULL,NULL,NULL,NULL,2102,NULL,False,NULL
9092448,353973,5,1,NULL,NULL,NULL,NULL,NULL,12100,NULL,False,NULL
9092449,353973,102,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9092450,353973,103,1,NULL,NULL,NULL,NULL,NULL,15,NULL,False,NULL
9092451,353973,9,1,NULL,NULL,NULL,NULL,NULL,118,NULL,False,NULL
9092452,353973,11,1,NULL,NULL,NULL,NULL,NULL,14848,NULL,False,NULL
9092453,353973,12,1,NULL,NULL,NULL,NULL,NULL,12410,NULL,False,NULL
9092454,353973,13,1,NULL,NULL,NULL,NULL,NULL,3843,NULL,False,NULL
9092455,353973,14,1,NULL,NULL,NULL,NULL,NULL,49,NULL,False,NULL
9092456,353973,110,1,NULL,NULL,NULL,NULL,NULL,64,NULL,False,NULL
9092457,353973,111,1,NULL,NULL,NULL,NULL,NULL,-40,NULL,False,NULL
9092458,353973,112,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9092459,353973,27,1,NULL,NULL,NULL,NULL,NULL,121083,NULL,False,NULL
9092460,353973,3,6,NULL,NULL,NULL,NULL,NULL,NULL,"865532045701469",False,NULL
9094595,354056,10,3,NULL,NULL,5,NULL,NULL,NULL,NULL,False,NULL
