"id","tracker_message_id","tracker_tag_id","tag_type","value","message_tag_boolean_value","message_tag_byte_value","message_tag_date_time_value","message_tag_double_value","message_tag_integer_value","message_tag_string_value","is_fallback","sensor_id"
9087803,353795,10,3,NULL,NULL,5,NULL,NULL,NULL,NULL,False,NULL
9087804,353795,28,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9087805,353795,29,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9087806,353795,30,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9087807,353795,31,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9087808,353795,32,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9087809,353795,33,3,NULL,NULL,1,NULL,NULL,NULL,NULL,False,NULL
9087810,353795,6,7,NULL,NULL,NULL,"2023-08-21 10:52:11+00",NULL,NULL,NULL,False,NULL
9087811,353795,101,4,NULL,NULL,NULL,NULL,53.20434,NULL,NULL,False,NULL
9087812,353795,100,4,NULL,NULL,NULL,NULL,50.14918,NULL,NULL,False,NULL
9087813,353795,120,4,NULL,NULL,NULL,NULL,0,NULL,NULL,False,NULL
9087814,353795,121,4,NULL,NULL,NULL,NULL,330.2,NULL,NULL,False,NULL
9087815,353795,4,1,NULL,NULL,NULL,NULL,NULL,2703,NULL,False,NULL
9087816,353795,5,1,NULL,NULL,NULL,NULL,NULL,26577,NULL,False,NULL
9087817,353795,102,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9087818,353795,103,1,NULL,NULL,NULL,NULL,NULL,15,NULL,False,NULL
9087819,353795,9,1,NULL,NULL,NULL,NULL,NULL,113,NULL,False,NULL
9087820,353795,11,1,NULL,NULL,NULL,NULL,NULL,14848,NULL,False,NULL
9087821,353795,12,1,NULL,NULL,NULL,NULL,NULL,12842,NULL,False,NULL
9087822,353795,13,1,NULL,NULL,NULL,NULL,NULL,3749,NULL,False,NULL
9087823,353795,14,1,NULL,NULL,NULL,NULL,NULL,43,NULL,False,NULL
9087824,353795,110,1,NULL,NULL,NULL,NULL,NULL,46,NULL,False,NULL
9087825,353795,111,1,NULL,NULL,NULL,NULL,NULL,-40,NULL,False,NULL
9087826,353795,112,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9087827,353795,27,1,NULL,NULL,NULL,NULL,NULL,32045,NULL,False,NULL
9087828,353795,3,6,NULL,NULL,NULL,NULL,NULL,NULL,"861774058031210",False,NULL
9091159,353924,10,3,NULL,NULL,5,NULL,NULL,NULL,NULL,False,NULL
9093137,354000,10,3,NULL,NULL,5,NULL,NULL,NULL,NULL,False,NULL
9093138,354000,28,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9093139,354000,29,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9093140,354000,30,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9093141,354000,31,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9093142,354000,32,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9093143,354000,33,3,NULL,NULL,1,NULL,NULL,NULL,NULL,False,NULL
9093144,354000,6,7,NULL,NULL,NULL,"2023-08-21 10:56:11+00",NULL,NULL,NULL,False,NULL
9093145,354000,101,4,NULL,NULL,NULL,NULL,53.20434,NULL,NULL,False,NULL
9093146,354000,100,4,NULL,NULL,NULL,NULL,50.14918,NULL,NULL,False,NULL
9093147,354000,120,4,NULL,NULL,NULL,NULL,0,NULL,NULL,False,NULL
9093148,354000,121,4,NULL,NULL,NULL,NULL,330.2,NULL,NULL,False,NULL
9093149,354000,4,1,NULL,NULL,NULL,NULL,NULL,2703,NULL,False,NULL
9093150,354000,5,1,NULL,NULL,NULL,NULL,NULL,26579,NULL,False,NULL
9093151,354000,102,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9093152,354000,103,1,NULL,NULL,NULL,NULL,NULL,15,NULL,False,NULL
9093153,354000,9,1,NULL,NULL,NULL,NULL,NULL,113,NULL,False,NULL
9093154,354000,11,1,NULL,NULL,NULL,NULL,NULL,14848,NULL,False,NULL
9093155,354000,12,1,NULL,NULL,NULL,NULL,NULL,12823,NULL,False,NULL
9093156,354000,13,1,NULL,NULL,NULL,NULL,NULL,3747,NULL,False,NULL
9093157,354000,14,1,NULL,NULL,NULL,NULL,NULL,43,NULL,False,NULL
9093158,354000,110,1,NULL,NULL,NULL,NULL,NULL,46,NULL,False,NULL
9093159,354000,111,1,NULL,NULL,NULL,NULL,NULL,-40,NULL,False,NULL
9093160,354000,112,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9093161,354000,27,1,NULL,NULL,NULL,NULL,NULL,32045,NULL,False,NULL
9093162,354000,3,6,NULL,NULL,NULL,NULL,NULL,NULL,"861774058031210",False,NULL
9098949,354225,10,3,NULL,NULL,5,NULL,NULL,NULL,NULL,False,NULL
9098950,354225,28,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9098951,354225,29,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9098952,354225,30,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9098953,354225,31,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9098954,354225,32,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9098955,354225,33,3,NULL,NULL,1,NULL,NULL,NULL,NULL,False,NULL
9098956,354225,6,7,NULL,NULL,NULL,"2023-08-21 11:02:11+00",NULL,NULL,NULL,False,NULL
9098957,354225,101,4,NULL,NULL,NULL,NULL,53.20434,NULL,NULL,False,NULL
9098958,354225,100,4,NULL,NULL,NULL,NULL,50.14918,NULL,NULL,False,NULL
9098959,354225,120,4,NULL,NULL,NULL,NULL,0,NULL,NULL,False,NULL
9098960,354225,121,4,NULL,NULL,NULL,NULL,330.2,NULL,NULL,False,NULL
9098961,354225,4,1,NULL,NULL,NULL,NULL,NULL,2703,NULL,False,NULL
9098962,354225,5,1,NULL,NULL,NULL,NULL,NULL,26582,NULL,False,NULL
9098963,354225,102,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9098964,354225,103,1,NULL,NULL,NULL,NULL,NULL,15,NULL,False,NULL
9098965,354225,9,1,NULL,NULL,NULL,NULL,NULL,113,NULL,False,NULL
9098966,354225,11,1,NULL,NULL,NULL,NULL,NULL,14848,NULL,False,NULL
9098967,354225,12,1,NULL,NULL,NULL,NULL,NULL,12819,NULL,False,NULL
9098968,354225,13,1,NULL,NULL,NULL,NULL,NULL,3748,NULL,False,NULL
9098969,354225,14,1,NULL,NULL,NULL,NULL,NULL,42,NULL,False,NULL
9098970,354225,110,1,NULL,NULL,NULL,NULL,NULL,46,NULL,False,NULL
9098971,354225,111,1,NULL,NULL,NULL,NULL,NULL,-40,NULL,False,NULL
9098972,354225,112,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9098973,354225,27,1,NULL,NULL,NULL,NULL,NULL,32045,NULL,False,NULL
9098974,354225,3,6,NULL,NULL,NULL,NULL,NULL,NULL,"861774058031210",False,NULL
9095141,354077,10,3,NULL,NULL,5,NULL,NULL,NULL,NULL,False,NULL
9095142,354077,28,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9095143,354077,29,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9095144,354077,30,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9095145,354077,31,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9095146,354077,32,3,NULL,NULL,0,NULL,NULL,NULL,NULL,False,NULL
9095147,354077,33,3,NULL,NULL,1,NULL,NULL,NULL,NULL,False,NULL
9095148,354077,6,7,NULL,NULL,NULL,"2023-08-21 10:58:11+00",NULL,NULL,NULL,False,NULL
9095149,354077,101,4,NULL,NULL,NULL,NULL,53.20434,NULL,NULL,False,NULL
9095150,354077,100,4,NULL,NULL,NULL,NULL,50.14918,NULL,NULL,False,NULL
9095151,354077,120,4,NULL,NULL,NULL,NULL,0,NULL,NULL,False,NULL
9095152,354077,121,4,NULL,NULL,NULL,NULL,330.2,NULL,NULL,False,NULL
9095153,354077,4,1,NULL,NULL,NULL,NULL,NULL,2703,NULL,False,NULL
9095154,354077,5,1,NULL,NULL,NULL,NULL,NULL,26580,NULL,False,NULL
9095155,354077,102,1,NULL,NULL,NULL,NULL,NULL,0,NULL,False,NULL
9095156,354077,103,1,NULL,NULL,NULL,NULL,NULL,15,NULL,False,NULL
9095157,354077,9,1,NULL,NULL,NULL,NULL,NULL,113,NULL,False,NULL
9095158,354077,11,1,NULL,NULL,NULL,NULL,NULL,14848,NULL,False,NULL
9095159,354077,12,1,NULL,NULL,NULL,NULL,NULL,12828,NULL,False,NULL
9095160,354077,13,1,NULL,NULL,NULL,NULL,NULL,3749,NULL,False,NULL
9095161,354077,14,1,NULL,NULL,NULL,NULL,NULL,43,NULL,False,NULL
9095162,354077,110,1,NULL,NULL,NULL,NULL,NULL,46,NULL,False,NULL
9095163,354077,111,1,NULL,NULL,NULL,NULL,NULL,-40,NULL,False,NULL
