"id","external_tracker_id","imei","server_date_time","tracker_date_time","latitude","longitude","sat_number","coord_correctness","altitude","speed","direction","fuel_level","coolant_temperature","engine_speed","package_uid"
358151,2717,"869688052070838","2023-08-23 12:30:15.7513+00","2023-08-21 14:05:02+00",53.204378,50.149348,15,0,120,10.1,195.3,38,57,1458,"f6878fb6-7349-48eb-8ea5-a362d7f72393"
358152,2717,"869688052070838","2023-08-23 12:30:25.910074+00","2023-08-21 14:05:01+00",53.204403,50.149358,15,0,121,10.7,211.6,38,57,1462,"f6878fb6-7349-48eb-8ea5-a362d7f72393"
358162,2717,"869688052070838","2023-08-23 12:32:08.660969+00","2023-08-21 14:05:03+00",53.204353,50.149345,15,0,120,9.8,186.8,38,57,1460,"ea9c9f31-4a75-4a38-89fc-7d2f27b98ab2"
358166,2717,"869688052070838","2023-08-23 12:32:50.334742+00","2023-08-21 14:05:08+00",53.204205,50.14931,14,0,118,12.7,189.7,38,58,1632,"6e767e47-b3ad-43bf-acf9-6a31c07fec03"
358169,2717,"869688052070838","2023-08-23 12:33:21.060035+00","2023-08-21 14:05:12+00",53.204088,50.14929,14,0,117,11.6,182.1,38,58,1569,"d81d60d9-499a-4828-9ed7-2ef906b71663"
358170,2717,"869688052070838","2023-08-23 12:33:31.242363+00","2023-08-21 14:05:14+00",53.204031,50.149248,14,0,117,13.8,207,38,58,1574,"9666325d-1d24-4693-883c-0a2e164dc34d"
358172,2717,"869688052070838","2023-08-23 12:33:51.718316+00","2023-08-21 14:05:15+00",53.204011,50.149201,14,0,117,14.8,230.3,38,58,1721,"e9c9f65c-1a6f-4f3d-bbbd-737c0c7be80b"
358175,2717,"869688052070838","2023-08-23 12:34:22.766744+00","2023-08-21 14:05:16+00",53.203996,50.149153,14,0,117,10.9,233.5,38,58,1934,"9d0133cc-18e9-421e-ad6f-59fab29daf2f"
358235,2717,"869688052070838","2023-08-23 12:44:41.433176+00","2023-08-21 14:06:18+00",53.203996,50.149153,15,0,117,0,233.5,38,66,938,"523300dd-fb44-40ef-b171-c13bf12e57eb"
358240,2717,"869688052070838","2023-08-23 12:45:32.919947+00","2023-08-21 14:06:23+00",53.203996,50.149153,15,0,117,0,233.5,38,67,957,"c6e52b51-ad24-4364-a3f1-842d2c2cd836"
358269,2717,"869688052070838","2023-08-23 12:50:31.654888+00","2023-08-21 14:06:43+00",53.203996,50.149153,15,0,117,0,233.5,38,70,920,"49b1c5d1-590a-4478-9fe0-9bc41f6a81b4"
358282,2717,"869688052070838","2023-08-23 12:52:46.057524+00","2023-08-21 14:06:48+00",53.203996,50.149153,15,0,117,0,233.5,38,70,959,"8a643601-a297-4ad2-809c-f3fe7f1e3c07"
358297,2717,"869688052070838","2023-08-23 12:55:20.557099+00","2023-08-21 14:07:07+00",53.203996,50.149153,15,0,117,0,233.5,38,72,949,"aab078cb-99ad-4144-8c5f-e8dff481048b"
358298,2717,"869688052070838","2023-08-23 12:55:30.778467+00","2023-08-21 14:07:12+00",53.203996,50.149153,15,0,117,0,233.5,38,72,947,"4d6680b5-5d07-4ca4-889d-6b35d4413048"
358316,2717,"869688052070838","2023-08-23 12:58:35.406455+00","2023-08-21 14:07:29+00",53.203996,50.149153,15,0,117,0,233.5,38,74,984,"cb603c58-9b90-4b21-9ed8-b83544c57622"
358320,2717,"869688052070838","2023-08-23 12:59:16.899368+00","2023-08-21 14:07:34+00",53.203996,50.149153,15,0,117,0,233.5,38,75,980,"67768f41-88ba-44f2-978d-2248484f56ee"
358331,2717,"869688052070838","2023-08-23 13:01:10.782877+00","2023-08-21 14:07:48+00",53.203996,50.149153,15,0,117,0,233.5,38,77,953,"7cc50c72-42b9-4b2f-8ef0-b3c73e4dd86a"
358335,2717,"869688052070838","2023-08-23 13:01:51.831241+00","2023-08-21 14:07:53+00",53.203996,50.149153,15,0,117,0,233.5,38,77,895,"6df029bb-9ac1-4f5c-a526-37178d2e3763"
