"id","external_tracker_id","imei","server_date_time","tracker_date_time","latitude","longitude","sat_number","coord_correctness","altitude","speed","direction","fuel_level","coolant_temperature","engine_speed","package_uid"
358066,3035,"869604066689166","2023-08-23 12:15:40.252309+00","2023-08-21 14:03:35+00",50.1476,53.204025,14,0,101,10.9,186.5,30,35,1228,"ec699c2c-be56-42ae-932c-f42a8a7d4574"
358067,3035,"869604066689166","2023-08-23 12:15:50.518921+00","2023-08-21 14:03:34+00",50.147598,53.204048,14,0,101,7.9,202.8,30,35,1120,"ec699c2c-be56-42ae-932c-f42a8a7d4574"
358068,3035,"869604066689166","2023-08-23 12:16:01.025716+00","2023-08-21 14:03:33+00",50.147603,53.204073,15,0,102,10.5,216.4,30,35,1049,"ec699c2c-be56-42ae-932c-f42a8a7d4574"
358069,3035,"869604066689166","2023-08-23 12:16:11.287005+00","2023-08-21 14:03:38+00",50.14758,53.203953,15,0,103,11.8,201.5,30,36,1281,"3e4cb099-011d-4794-b574-546f68e3077a"
358071,3035,"869604066689166","2023-08-23 12:16:31.842392+00","2023-08-21 14:03:40+00",50.147518,53.203925,15,0,102,10.5,225.5,30,37,1307,"4b06021d-504e-42d7-a0ac-06625dd11326"
358072,3035,"869604066689166","2023-08-23 12:16:42.137814+00","2023-08-21 14:03:39+00",50.147555,53.203936,15,0,102,7.4,217,30,36,1315,"4b06021d-504e-42d7-a0ac-06625dd11326"
358074,3035,"869604066689166","2023-08-23 12:17:02.568147+00","2023-08-21 14:03:42+00",50.147461,53.203945,15,0,102,8.5,292.7,30,38,933,"2cad16a0-0114-4324-a4c5-6f2f705dc1c1"
358075,3035,"869604066689166","2023-08-23 12:17:12.941178+00","2023-08-21 14:03:41+00",50.147488,53.203935,15,0,102,9.6,271.9,30,37,1137,"2cad16a0-0114-4324-a4c5-6f2f705dc1c1"
358076,3035,"869604066689166","2023-08-23 12:17:23.167708+00","2023-08-21 14:03:46+00",50.147373,53.203961,15,0,103,3.3,0,30,38,1300,"059aedb2-0c13-4477-b291-a559fbc67280"
358077,3035,"869604066689166","2023-08-23 12:17:33.333267+00","2023-08-21 14:03:45+00",50.147376,53.203955,15,0,102,7.5,303.2,30,38,1191,"059aedb2-0c13-4477-b291-a559fbc67280"
358078,3035,"869604066689166","2023-08-23 12:17:43.988627+00","2023-08-21 14:03:44+00",50.147408,53.203948,15,0,101,8.3,311.4,30,38,1016,"059aedb2-0c13-4477-b291-a559fbc67280"
358079,3035,"869604066689166","2023-08-23 12:17:54.152943+00","2023-08-21 14:03:51+00",50.147376,53.203938,15,0,107,2.2,0,30,39,1402,"61c66da3-d940-4da1-a6b5-c54133faf46a"
358080,3035,"869604066689166","2023-08-23 12:18:04.477801+00","2023-08-21 14:03:56+00",50.147323,53.203981,11,0,109,6.8,0,30,41,994,"4e28ebe5-8294-4c62-b552-f80fdf6c8f2f"
358081,3035,"869604066689166","2023-08-23 12:18:14.767954+00","2023-08-21 14:04:01+00",50.147205,53.204041,14,0,111,4,0,30,41,884,"11de9414-e57e-40a3-ad5d-d8338f5e2699"
358085,3035,"869604066689166","2023-08-23 12:18:55.420889+00","2023-08-21 14:04:06+00",50.147153,53.204073,15,0,112,3.8,0,30,43,915,"28a3a0d4-380d-491a-8434-b780aa6459cb"
358090,3035,"869604066689166","2023-08-23 12:19:47.635262+00","2023-08-21 14:04:11+00",50.146861,53.204016,15,0,113,7.9,0,30,44,981,"5fccbb1b-93a2-4e7c-b2ee-d8d5ba2b8a61"
358092,3035,"869604066689166","2023-08-23 12:20:08.254449+00","2023-08-21 14:04:15+00",50.146553,53.204158,15,0,116,14.2,301,30,44,1389,"7e1838bb-c730-4996-8469-5c0034beab99"
358099,3035,"869604066689166","2023-08-23 12:21:20.638653+00","2023-08-21 14:04:18+00",50.146038,53.204291,13,0,151,18.8,308.7,30,45,936,"e7c5a908-02c0-424d-8c50-05767b0d90fa"
358102,3035,"869604066689166","2023-08-23 12:21:51.165945+00","2023-08-21 14:04:19+00",50.145785,53.204273,11,0,168,16.8,316.2,30,45,874,"4c6994d7-3ebf-4ed5-97f4-1a832b03b3cb"
358105,3035,"869604066689166","2023-08-23 12:22:21.94215+00","2023-08-21 14:04:21+00",50.145896,53.203935,13,0,150,9.4,325.6,30,45,1064,"efb82db2-6a4d-4c71-8daa-cf8934e6d59c"
358106,3035,"869604066689166","2023-08-23 12:22:32.136041+00","2023-08-21 14:04:24+00",50.14593,53.203866,14,0,149,19.8,318.1,30,46,1980,"15d888da-896e-4839-8924-015a1a6b5d79"
358107,3035,"869604066689166","2023-08-23 12:22:42.735838+00","2023-08-21 14:04:26+00",50.14584,53.203875,15,0,146,16.1,329,30,46,898,"c987ed67-5471-4daf-b7d7-3995d62f5479"
358111,3035,"869604066689166","2023-08-23 12:23:23.83341+00","2023-08-21 14:04:30+00",50.145743,53.203841,15,0,138,8.8,319.6,30,47,867,"88226135-b59f-4952-ad92-e863b46fb3ae"
358115,3035,"869604066689166","2023-08-23 12:24:04.874999+00","2023-08-21 14:04:34+00",50.145631,53.2039,15,0,141,14.8,311,30,47,1392,"2ef2b7f8-2de2-4511-ab95-d1be5bc70526"
358122,3035,"869604066689166","2023-08-23 12:25:16.911332+00","2023-08-21 14:04:39+00",50.145343,53.204085,14,0,145,20.9,319.5,30,48,911,"5873d437-440f-47a0-b716-aea2962ba707"
358126,3035,"869604066689166","2023-08-23 12:25:57.885966+00","2023-08-21 14:04:44+00",50.14517,53.204216,15,0,142,5.7,322.9,30,48,861,"51fefafb-572f-4bfa-a82e-80416cf701a0"
358127,3035,"869604066689166","2023-08-23 12:26:08.586066+00","2023-08-21 14:04:46+00",50.14515,53.204245,15,0,141,5.9,330.2,30,49,935,"1ea79bf6-171e-4b33-a8f7-87ef3a5714c1"
358129,3035,"869604066689166","2023-08-23 12:26:29.07626+00","2023-08-21 14:04:51+00",50.145118,53.20429,15,0,140,2,0,30,50,898,"f10831a1-2561-4b73-9d42-7f863b12fe9c"
358133,3035,"869604066689166","2023-08-23 12:27:10.116907+00","2023-08-21 14:04:52+00",50.145103,53.204296,15,0,140,5.1,311.7,30,50,760,"a91875fc-00cb-4301-8983-7dd1c1e7dc22"
358137,3035,"869604066689166","2023-08-23 12:27:51.922965+00","2023-08-21 14:04:53+00",50.145086,53.20432,15,0,141,9,319.5,30,50,1318,"8215db76-d9ab-4948-9245-3b04bf7b16cd"
358144,3035,"869604066689166","2023-08-23 12:29:03.499715+00","2023-08-21 14:04:55+00",50.145061,53.204375,15,0,141,9.8,334.4,30,50,1562,"a16d2c60-130e-46d6-976b-d10423d3f97e"
358150,3035,"869604066689166","2023-08-23 12:30:05.570164+00","2023-08-21 14:04:58+00",50.144956,53.204451,14,0,138,12.9,317.1,30,50,968,"5136fe2c-b245-458f-a73a-e86f09e49c1b"
358153,3035,"869604066689166","2023-08-23 12:30:36.157268+00","2023-08-21 14:05:03+00",50.144723,53.204413,14,0,137,15.5,247.2,30,50,1785,"9897f514-dad4-4565-b663-619bca461ff4"
358154,3035,"869604066689166","2023-08-23 12:30:46.613019+00","2023-08-21 14:05:02+00",50.144788,53.204445,14,0,138,11.1,260.6,30,50,1517,"9897f514-dad4-4565-b663-619bca461ff4"
358155,3035,"869604066689166","2023-08-23 12:30:57.062335+00","2023-08-21 14:05:01+00",50.144838,53.204463,14,0,138,8.3,287,30,50,1297,"9897f514-dad4-4565-b663-619bca461ff4"
358156,3035,"869604066689166","2023-08-23 12:31:07.616109+00","2023-08-21 14:05:00+00",50.144875,53.204468,14,0,138,8.5,302,30,50,935,"9897f514-dad4-4565-b663-619bca461ff4"
358165,3035,"869604066689166","2023-08-23 12:32:40.213774+00","2023-08-21 14:05:05+00",50.144588,53.204358,13,0,137,19.2,239.1,30,51,1588,"b4632f47-2518-4959-b739-87ede2639459"
358167,3035,"869604066689166","2023-08-23 12:33:00.544547+00","2023-08-21 14:05:10+00",50.144288,53.204236,15,0,133,13.7,234.8,30,52,884,"e15c36ce-6ca9-493a-897c-87fb8407551a"
